longitude,latitude,boug,isostatic,resboug
100.2,22.6,-145.1327,-7.0797103,-188.15226
100.3,22.6,-147.51713,-23.23585,-192.37979
100.4,22.6,-150.99233,-18.089736,-197.69809
100.5,22.6,-152.84728,-27.334383,-201.42003
100.6,22.6,-154.54864,-33.962209,-202.74953
100.7,22.6,-156.34977,-33.747967,-204.1788
100.8,22.6,-158.12335,-10.329395,-205.58051
100.9,22.6,-158.19736,4.8238508,-205.28266
101,22.6,-157.2153,-34.389566,-203.46544
101.1,22.6,-150.02087,26.212225,-192.01578
101.2,22.6,-142.9168,13.946329,-180.65648
101.3,22.6,-146.82938,-17.509669,-180.31383
101.4,22.6,-151.67597,-44.189457,-180.90519
101.5,22.6,-152.27117,25.529436,-177.92083
101.6,22.6,-152.46696,1.9329368,-173.45948
101.7,22.6,-152.56263,-5.3285007,-168.898
101.8,22.6,-151.50706,-8.7515354,-163.18529
101.9,22.6,-143.39107,-8.2491734,-150.41215
102,22.6,-133.69125,7.1608676,-134.88615
102.1,22.6,-122.59104,-48.806028,-118.3787
102.2,22.6,-114.856,-35.584697,-105.23643
102.3,22.6,-127.66804,-25.443888,-112.64123
102.4,22.6,-140.7627,-42.681257,-120.32866
102.5,22.6,-135.11034,-53.039909,-109.29504
102.6,22.6,-125.76582,2.3222742,-97.962095
102.7,22.6,-112.41886,16.45299,-82.626711
102.8,22.6,-105.26768,123.36509,-73.487107
102.9,22.6,-142.68418,84.716973,-108.91518
103,22.6,-177.1107,-11.962152,-141.7735
103.1,22.6,-149.94343,-35.06722,-114.37771
103.2,22.6,-115.91802,-66.989264,-80.123772
103.3,22.6,-94.995993,-23.002423,-58.97322
103.4,22.6,-83.498797,6.2972271,-47.247499
103.5,22.6,-117.59598,107.7898,-82.576378
103.6,22.6,-152.68565,93.749573,-118.1624
103.7,22.6,-147.21929,108.9569,-113.19239
103.8,22.6,-133.80336,-106.25994,-100.27281
103.9,22.6,-116.71249,-76.964873,-83.678287
104,22.6,-96.579672,-48.994497,-63.552024
104.1,22.6,-59.75163,-4.3288969,-25.484818
104.2,22.6,-29.883851,7.6244633,5.6221257
104.3,22.6,-57.283554,96.108657,-20.538413
104.4,22.6,-87.434617,30.240721,-49.450312
104.5,22.6,-85.423625,21.503062,-44.751435
104.6,22.6,-80.8241,50.958843,-38.079802
104.7,22.6,-92.313315,40.141419,-47.49691
104.8,22.6,-103.5169,52.674439,-56.628388
104.9,22.6,-93.473703,-39.058656,-44.513083
105,22.6,-80.661414,-57.148739,-28.243469
105.1,22.6,-75.238726,-41.537226,-23.124109
105.2,22.6,-71.105534,-21.728917,-19.294246
105.3,22.6,-63.132119,44.018498,-11.62416
105.4,22.6,-56.212858,-1.1260203,-5.0082274
105.5,22.6,-51.421895,17.324687,-0.45038508
105.6,22.6,-50.783277,10.909503,-1.5731467
105.7,22.6,-77.246188,-26.190094,-29.797437
105.8,22.6,-102.54093,7.4088152,-56.853559
105.9,22.6,-98.141493,22.444938,-54.215502
106,22.6,-88.221871,-24.96158,-47.220928
106.1,22.6,-73.309579,-27.739776,-37.240584
106.2,22.6,-60.621577,-27.591867,-29.484529
106.3,22.6,-67.939078,-33.789717,-41.733977
106.4,22.6,-75.859091,-23.459416,-54.585937
106.5,22.6,-67.626443,-25.079698,-53.221071
106.6,22.6,-57.850408,-29.299303,-47.629233
106.7,22.6,-52.537116,-14.804871,-46.500137
106.8,22.6,-48.152078,-1.0147636,-46.299296
106.9,22.6,-47.834401,-9.9901913,-50.165815
107,22.6,-45.328277,-14.425905,-52.925611
96,22.7,-41.107876,-19.834504,-19.519713
96.1,22.7,-45.401259,3.8633926,-23.576319
96.2,22.7,-48.941116,-6.2824063,-26.879399
96.3,22.7,-58.785429,22.837142,-36.486935
96.4,22.7,-69.6467,39.519289,-48.389507
96.5,22.7,-80.219053,39.919518,-60.00316
96.6,22.7,-88.891759,11.876847,-68.930853
96.7,22.7,-88.124098,41.083647,-68.418178
96.8,22.7,-87.06041,35.429428,-67.609477
96.9,22.7,-94.33467,-11.032623,-75.811541
97,22.7,-101.75342,-4.0078726,-84.158096
97.1,22.7,-102.50432,33.421332,-85.327405
97.2,22.7,-100.86811,-1.3311207,-84.109604
97.3,22.7,-94.305968,-16.826107,-77.96587
97.4,22.7,-88.436501,-33.013768,-73.020553
97.5,22.7,-91.368658,-32.810902,-76.876861
97.6,22.7,-95.862688,-23.981083,-82.361731
97.7,22.7,-98.397056,-8.2651365,-85.886939
97.8,22.7,-102.49656,-42.819152,-90.977284
97.9,22.7,-116.18735,-36.916047,-105.59892
98,22.7,-129.53104,-17.565923,-119.87345
98.1,22.7,-132.82108,41.732538,-124.28552
98.2,22.7,-132.44312,-21.149793,-125.02958
98.3,22.7,-123.47642,1.5886161,-117.18491
98.4,22.7,-115.24577,41.729324,-109.73082
98.5,22.7,-119.84706,-34.529641,-115.10868
98.6,22.7,-126.72185,-35.470279,-123.30961
98.7,22.7,-131.40042,9.8995581,-129.31432
98.8,22.7,-135.9533,19.230353,-135.19333
98.9,22.7,-140.59224,38.551948,-141.18759
99,22.7,-145.55602,7.7242256,-147.50668
99.1,22.7,-152.66356,-5.4294307,-158.36451
99.2,22.7,-159.07117,-16.875471,-168.52241
99.3,22.7,-159.79916,-49.289589,-173.00068
99.4,22.7,-158.6366,-36.594622,-174.59518
99.5,22.7,-154.62182,-47.583168,-173.33746
99.6,22.7,-152.1119,-56.71762,-175.34302
99.7,22.7,-161.36813,46.775023,-189.11474
99.8,22.7,-170.74161,-2.793934,-203.0037
99.9,22.7,-168.85892,23.945012,-204.90192
100,22.7,-163.84452,-21.424891,-203.66844
100.1,22.7,-153.97913,23.373616,-195.64614
100.2,22.7,-145.35718,-6.2965043,-188.86729
100.3,22.7,-149.16135,-29.022779,-194.51455
100.4,22.7,-154.74451,-8.8539621,-201.96471
100.5,22.7,-157.00657,6.5744664,-206.09377
100.6,22.7,-158.79869,-12.908142,-207.51402
100.7,22.7,-160.15269,21.342765,-208.49616
100.8,22.7,-161.58142,-43.682151,-209.55303
100.9,22.7,-163.55794,-15.20416,-210.69439
101,22.7,-165.07386,10.263514,-211.37515
101.1,22.7,-164.02524,3.2506453,-206.0713
101.2,22.7,-161.08233,-5.0029564,-198.87316
101.3,22.7,-151.49692,-14.003756,-185.03252
101.4,22.7,-143.17644,26.114817,-173.13248
101.5,22.7,-148.84133,37.468625,-175.21782
101.6,22.7,-154.93971,-28.531093,-176.65905
101.7,22.7,-149.14298,-11.313921,-166.20518
101.8,22.7,-142.26344,11.240736,-154.6685
101.9,22.7,-141.2837,24.424674,-147.86257
102,22.7,-140.2719,-42.638318,-141.02458
102.1,22.7,-133.23978,12.314873,-128.58523
102.2,22.7,-128.22334,-43.913607,-118.16155
102.3,22.7,-139.71681,-17.115007,-124.24779
102.4,22.7,-149.94277,-0.91719883,-129.09249
102.5,22.7,-136.09124,-12.705681,-109.8597
102.6,22.7,-121.2808,47.562597,-93.060832
102.7,22.7,-125.97007,63.250978,-95.761678
102.8,22.7,-134.58815,23.618561,-102.39133
102.9,22.7,-145.54608,-41.418521,-111.78106
103,22.7,-154.10069,-79.755852,-118.76747
103.1,22.7,-147.72603,-12.808064,-112.16429
103.2,22.7,-138.20202,-27.244589,-102.41175
103.3,22.7,-126.9693,-6.8307291,-90.950508
103.4,22.7,-119.67336,85.670665,-84.886264
103.5,22.7,-132.74296,79.207007,-99.18756
103.6,22.7,-146.25344,-9.767962,-113.19439
103.7,22.7,-141.10015,-84.109905,-108.53745
103.8,22.7,-131.51671,-51.349686,-99.450359
103.9,22.7,-119.8984,-41.522818,-87.838605
104,22.7,-107.97498,-56.135131,-75.92174
104.1,22.7,-97.46985,-46.301791,-64.177446
104.2,22.7,-92.251961,9.6362958,-57.720392
104.3,22.7,-113.04433,19.074508,-77.273597
104.4,22.7,-132.16953,22.230367,-93.710912
104.5,22.7,-115.7604,-56.306923,-74.613897
104.6,22.7,-97.625675,71.777548,-54.407065
104.7,22.7,-106.84053,-38.765739,-61.549812
104.8,22.7,-116.46443,14.534757,-69.101605
104.9,22.7,-101.80309,-20.85231,-50.982939
105,22.7,-83.60075,-61.431657,-29.323274
105.1,22.7,-70.90883,-1.1545619,-16.934682
105.2,22.7,-60.63492,55.696837,-6.9641009
105.3,22.7,-57.180595,60.046883,-3.8131046
105.4,22.7,-56.579331,-23.213726,-3.4449613
105.5,22.7,-61.353294,23.62823,-8.4520451
105.6,22.7,-68.573299,35.218365,-17.43343
105.7,22.7,-82.766189,-34.509223,-33.387699
105.8,22.7,-94.799845,24.443005,-47.182735
105.9,22.7,-89.517995,22.447122,-44.825934
106,22.7,-81.189571,-24.983082,-39.422559
106.1,22.7,-74.99015,-15.088812,-38.155085
106.2,22.7,-70.003357,-47.610334,-38.100239
106.3,22.7,-69.900234,-22.091129,-42.929063
106.4,22.7,-70.005629,-5.0658609,-49.90224
106.5,22.7,-66.126061,-10.703328,-52.890454
106.6,22.7,-61.904307,-9.9524926,-52.852896
106.7,22.7,-60.011388,-6.2681317,-55.144174
106.8,22.7,-58.349499,-9.1968125,-57.666482
106.9,22.7,-57.178937,-28.291937,-61.761839
107,22.7,-53.038607,-23.143921,-62.887428
96,22.8,-43.743965,-18.999674,-22.293792
96.1,22.8,-41.159746,11.127964,-19.472796
96.2,22.8,-38.105509,12.838619,-16.181782
96.3,22.8,-52.131995,3.4027032,-31.249568
96.4,22.8,-67.463826,0.83489557,-47.6227
96.5,22.8,-75.691341,18.471323,-56.891515
96.6,22.8,-81.805834,3.9594459,-63.260995
96.7,22.8,-82.213092,24.489665,-63.923239
96.8,22.8,-82.580778,35.766351,-65.21873
96.9,22.8,-89.690955,10.62979,-73.256712
97,22.8,-96.576155,-18.200573,-81.069716
97.1,22.8,-95.923994,53.213542,-80.835964
97.2,22.8,-93.201301,43.396142,-78.53168
97.3,22.8,-87.190622,23.318949,-73.445151
97.4,22.8,-81.912132,-16.748434,-69.090811
97.5,22.8,-84.427692,2.9050995,-72.530521
97.6,22.8,-88.018398,0.21011446,-77.112067
97.7,22.8,-87.394935,-1.9655505,-77.479445
97.8,22.8,-88.421078,-22.697554,-79.43643
97.9,22.8,-101.06789,-42.286203,-93.014085
98,22.8,-114.53559,-45.453113,-107.41263
98.1,22.8,-126.98063,-15.575338,-120.97969
98.2,22.8,-134.86869,-21.448026,-129.98978
98.3,22.8,-115.72623,10.458457,-111.62389
98.4,22.8,-97.939385,63.066454,-94.613605
98.5,22.8,-117.25316,1.5418295,-114.70394
98.6,22.8,-139.57993,-42.842069,-138.35685
98.7,22.8,-142.02949,-17.300349,-142.13255
98.8,22.8,-143.37603,34.760472,-144.8344
98.9,22.8,-152.41407,-54.780488,-155.22776
99,22.8,-161.00305,-26.980805,-165.17205
99.1,22.8,-159.41048,-59.873491,-167.32977
99.2,22.8,-157.32662,5.4706606,-168.9962
99.3,22.8,-163.2437,-50.382862,-177.67034
99.4,22.8,-167.53706,33.32836,-184.72076
99.5,22.8,-158.72803,-15.63661,-178.66879
99.6,22.8,-151.29525,-42.353191,-175.75149
99.7,22.8,-165.82755,54.743731,-194.79927
99.8,22.8,-180.94837,-22.741659,-213.701
99.9,22.8,-177.48056,10.956732,-214.01411
100,22.8,-170.22705,-14.595537,-210.54151
100.1,22.8,-158.1063,99.077575,-200.26386
100.2,22.8,-147.07123,7.4406319,-191.07188
100.3,22.8,-150.91123,-38.274322,-196.77888
100.4,22.8,-156.80954,12.705648,-204.54419
100.5,22.8,-158.73843,-52.595499,-208.34007
100.6,22.8,-160.3922,33.979244,-209.62198
100.7,22.8,-161.11182,-18.580226,-209.96974
100.8,22.8,-162.1981,-0.96833104,-210.22086
100.9,22.8,-166.55233,-27.82755,-213.73993
101,22.8,-171.21373,-14.238636,-217.56617
101.1,22.8,-176.8766,-2.4349472,-218.97381
101.2,22.8,-178.67845,-47.679263,-216.52043
101.3,22.8,-156.25423,-27.15845,-190.51666
101.4,22.8,-135.00343,14.470002,-165.6863
101.5,22.8,-144.983,-36.824697,-172.08632
101.6,22.8,-156.22968,-37.994516,-178.67585
101.7,22.8,-144.77969,21.824405,-162.56872
101.8,22.8,-132.68025,0.33430939,-144.64309
101.9,22.8,-139.20397,-65.195027,-145.34062
102,22.8,-147.06491,-52.678316,-147.37538
102.1,22.8,-144.12089,45.436054,-139.02412
102.2,22.8,-141.54008,-43.234707,-131.03608
102.3,22.8,-151.03529,3.9244324,-135.15003
102.4,22.8,-158.40691,-43.194804,-137.14039
102.5,22.8,-138.20193,24.595351,-111.55414
102.6,22.8,-119.41409,-23.683915,-90.777879
102.7,22.8,-140.95203,-21.373285,-110.3274
102.8,22.8,-163.08294,7.775829,-130.8901
102.9,22.8,-145.71008,-27.922777,-111.94904
103,22.8,-127.04182,49.30324,-91.712584
103.1,22.8,-140.74483,18.133671,-105.18707
103.2,22.8,-155.43853,24.153518,-119.65224
103.3,22.8,-154.02212,85.023406,-119.46753
103.4,22.8,-151.51204,62.341334,-118.18915
103.5,22.8,-144.89151,-40.204125,-112.80031
103.6,22.8,-138.48313,-66.041699,-106.88828
103.7,22.8,-135.291,-75.613592,-104.1925
103.8,22.8,-130.90162,23.050416,-99.809677
103.9,22.8,-125.43578,-84.232617,-94.350393
104,22.8,-122.01205,28.469068,-90.933218
104.1,22.8,-137.78822,-4.6616955,-105.47022
104.2,22.8,-156.44736,-17.274719,-122.8902
104.3,22.8,-168.64302,-6.7414603,-132.39797
104.4,22.8,-175.14358,6.3518752,-136.21065
104.5,22.8,-144.75976,41.326265,-103.13894
104.6,22.8,-113.636,-51.831255,-69.943077
104.7,22.8,-119.42615,-0.96705586,-73.66112
104.8,22.8,-126.49359,110.20067,-77.271234
104.9,22.8,-108.37069,61.928253,-55.691008
105,22.8,-86.486188,-63.533339,-30.34918
105.1,22.8,-67.258864,-31.653957,-11.425185
105.2,22.8,-51.089057,-17.611487,4.4412931
105.3,22.8,-52.422866,47.561984,2.8743634
105.4,22.8,-58.460303,14.988814,-3.3961943
105.5,22.8,-73.069494,3.6266114,-18.238506
105.6,22.8,-87.875599,42.787693,-34.805991
105.7,22.8,-88.392585,-8.0016308,-37.084356
105.8,22.8,-85.847492,54.22087,-37.464312
105.9,22.8,-79.693046,23.874688,-34.234915
106,22.8,-73.510329,-33.874677,-30.977247
106.1,22.8,-76.428782,-40.376014,-38.827647
106.2,22.8,-79.373228,3.5929239,-46.70404
106.3,22.8,-71.924531,8.5783884,-46.123125
106.4,22.8,-64.306519,9.0306329,-45.372895
106.5,22.8,-65.053253,-0.56134542,-52.987411
106.6,22.8,-66.731061,-3.1348744,-58.849415
106.7,22.8,-68.536813,2.113176,-64.839364
106.8,22.8,-69.564183,-11.454287,-71.132653
106.9,22.8,-66.889637,-25.014683,-73.724027
107,22.8,-60.463625,-1.6819384,-72.563934
96,22.9,-38.163407,-16.890035,-16.851223
96.1,22.9,-42.938109,8.565845,-21.389148
96.2,22.9,-46.882819,33.39617,-26.375159
96.3,22.9,-55.402521,29.467038,-35.936161
96.4,22.9,-64.35665,91.834689,-45.931591
96.5,22.9,-71.436084,58.107557,-54.052325
96.6,22.9,-77.208019,49.648459,-60.079247
96.7,22.9,-78.357797,29.464611,-62.15683
96.8,22.9,-79.514254,23.157759,-64.241091
96.9,22.9,-85.873089,76.924192,-71.527731
97,22.9,-91.839732,77.003665,-78.422178
97.1,22.9,-90.554242,35.182585,-77.555097
97.2,22.9,-87.823614,51.460992,-75.748619
97.3,22.9,-86.071633,7.6431702,-74.920788
97.4,22.9,-84.780236,17.779811,-74.553541
97.5,22.9,-84.821554,-10.364751,-75.519009
97.6,22.9,-85.833111,-0.51569159,-77.521407
97.7,22.9,-89.029964,18.120653,-81.649102
97.8,22.9,-93.998523,30.394722,-87.548504
97.9,22.9,-105.82393,17.561629,-100.30475
98,22.9,-117.30069,3.845567,-112.71236
98.1,22.9,-121.2172,-15.858025,-117.75089
98.2,22.9,-122.07221,-1.4857786,-119.38247
98.3,22.9,-115.56482,-28.679889,-113.65164
98.4,22.9,-109.74065,-30.581312,-108.60404
98.5,22.9,-114.96375,-32.781354,-114.6037
98.6,22.9,-122.74811,-43.588772,-123.7142
98.7,22.9,-131.54224,-13.307076,-133.86364
98.8,22.9,-140.65388,3.8930865,-144.33059
98.9,22.9,-149.1847,-62.859595,-154.21673
99,22.9,-156.6897,-1.5060474,-163.07704
99.1,22.9,-159.1094,-44.68105,-169.24703
99.2,22.9,-161.50826,-26.478328,-174.40295
99.3,22.9,-170.37105,-4.1028508,-186.0228
99.4,22.9,-176.83897,28.281125,-195.24778
99.5,22.9,-165.28478,47.560908,-186.45065
99.6,22.9,-154.30523,0.54252727,-179.98658
99.7,22.9,-164.88387,41.131946,-194.34613
99.8,22.9,-176.62025,18.646915,-209.86343
99.9,22.9,-173.37887,52.790667,-210.40296
100,22.9,-167.72745,32.46618,-208.53246
100.1,22.9,-165.09565,-22.340125,-207.74375
100.2,22.9,-161.63923,-1.7530425,-206.15433
100.3,22.9,-151.61806,-76.265536,-198.00015
100.4,22.9,-143.44267,-17.146018,-191.69176
100.5,22.9,-150.61696,-15.475063,-200.73305
100.6,22.9,-158.84918,-19.228679,-208.5934
100.7,22.9,-156.31983,-26.888154,-205.2289
100.8,22.9,-154.20259,-49.067345,-202.2765
100.9,22.9,-164.67421,-4.8999876,-211.91296
101,22.9,-175.48799,9.5903489,-221.89158
101.1,22.9,-176.44684,-2.3410826,-218.5952
101.2,22.9,-173.36417,5.108227,-211.93298
101.3,22.9,-159.25932,20.892554,-194.24857
101.4,22.9,-145.94489,47.194937,-177.35459
101.5,22.9,-148.42667,-19.33089,-176.25681
101.6,22.9,-152.01076,32.955614,-175.18376
101.7,22.9,-145.35143,-17.487266,-162.69824
101.8,22.9,-138.63178,-9.6479648,-150.15241
101.9,22.9,-141.23155,-28.706607,-146.92599
102,22.9,-145.92707,1.8668849,-145.79532
102.1,22.9,-152.76218,19.44017,-147.2232
102.2,22.9,-158.53103,40.542949,-147.61079
102.3,22.9,-155.54958,53.489294,-139.24807
102.4,22.9,-151.59828,-13.769221,-129.91551
102.5,22.9,-150.86127,23.580383,-123.79724
102.6,22.9,-151.60123,-3.8072751,-122.54878
102.7,22.9,-158.45125,-67.311644,-127.8306
102.8,22.9,-163.44815,-72.980335,-131.2593
102.9,22.9,-151.28736,-53.205917,-117.5303
103,22.9,-139.26659,29.912702,-103.94133
103.1,22.9,-146.54994,-33.801067,-110.99616
103.2,22.9,-154.48175,-0.52971367,-120.15967
103.3,22.9,-148.14293,31.449118,-115.05254
103.4,22.9,-141.5857,-68.584444,-109.72701
103.5,22.9,-144.94083,-112.91881,-114.31383
103.6,22.9,-149.18595,-58.60617,-119.0553
103.7,22.9,-147.98429,86.470666,-117.8602
103.8,22.9,-145.58049,-62.166478,-115.46296
103.9,22.9,-144.31326,-88.330701,-114.20228
104,22.9,-144.13682,-13.473528,-114.0324
104.1,22.9,-149.74442,17.4195,-118.40083
104.2,22.9,-156.60024,-18.995111,-122.56877
104.3,22.9,-162.9443,1.8683527,-126.22494
104.4,22.9,-165.66308,10.90591,-126.25584
104.5,22.9,-149.14809,-10.087414,-107.05296
104.6,22.9,-131.83409,-13.598926,-87.666854
104.7,22.9,-131.45319,33.359463,-83.828629
104.8,22.9,-131.591,-23.544662,-80.509113
104.9,22.9,-118.68391,-70.203014,-64.144697
105,22.9,-103.24355,-73.572794,-45.247011
105.1,22.9,-88.106671,-12.194321,-30.413461
105.2,22.9,-74.312795,64.411985,-16.852706
105.3,22.9,-66.699163,24.776338,-9.4721946
105.4,22.9,-63.799129,21.182395,-6.8052813
105.5,22.9,-78.01733,32.380276,-21.256603
105.6,22.9,-92.529534,-45.39222,-37.530187
105.7,22.9,-89.086519,-11.606658,-37.01222
105.8,22.9,-82.909783,46.185997,-33.760533
105.9,22.9,-80.161489,-19.252465,-33.937288
106,22.9,-78.504698,-6.6230927,-35.205546
106.1,22.9,-81.285727,6.7188552,-42.918522
106.2,22.9,-83.607776,20.295853,-52.108353
106.3,22.9,-78.670565,17.731401,-54.038924
106.4,22.9,-73.633911,11.459578,-55.870052
106.5,22.9,-75.490725,-2.937329,-64.594648
106.6,22.9,-78.135031,-16.106356,-71.42315
106.7,22.9,-79.104912,-13.269423,-77.658951
106.8,22.9,-78.66921,-29.964384,-82.489168
106.9,22.9,-73.52801,-22.695847,-82.613887
107,22.9,-64.44207,-5.6603834,-78.793867
96,23,-31.955041,-17.06368,-10.780847
96.1,23,-44.40315,-5.7751845,-24.270256
96.2,23,-55.513799,68.207656,-36.422206
96.3,23,-57.960667,83.003416,-39.910374
96.4,23,-59.994933,47.043719,-42.985941
96.5,23,-66.17232,119.24191,-50.204629
96.6,23,-71.960809,58.590518,-56.920922
96.7,23,-73.665094,66.291303,-59.553012
96.8,23,-75.378772,5.7959381,-62.194494
96.9,23,-81.264583,22.639046,-69.00811
97,23,-86.999069,13.657571,-75.6704
97.1,23,-86.050766,99.251503,-75.646247
97.2,23,-83.906531,69.70961,-74.426163
97.3,23,-85.949835,63.187701,-77.393617
97.4,23,-88.205849,5.1730589,-80.573781
97.5,23,-86.469077,-2.3832739,-79.761159
97.6,23,-85.909546,-3.7271499,-80.13247
97.7,23,-93.445877,-6.4489808,-88.599644
97.8,23,-102.50818,-16.407005,-98.59279
97.9,23,-113.37982,-23.583796,-110.39527
98,23,-122.49355,-20.381363,-120.43984
98.1,23,-117.25897,-17.162155,-115.98183
98.2,23,-110.63305,82.170882,-110.13247
98.3,23,-116.86063,21.304325,-117.13662
98.4,23,-122.93216,68.528191,-123.98471
98.5,23,-113.10547,-25.436783,-114.93458
98.6,23,-105.2768,-49.518172,-108.46123
98.7,23,-119.99797,-16.766132,-124.53771
98.8,23,-136.6988,-47.574567,-142.59385
98.9,23,-144.43679,-8.7350678,-151.68716
99,23,-150.93783,-30.239434,-159.54351
99.1,23,-158.37283,-52.565794,-169.73557
99.2,23,-166.01293,-38.484661,-180.13273
99.3,23,-177.17267,-34.417145,-194.04953
99.4,23,-185.29202,-39.401472,-204.92594
99.5,23,-172.10917,-4.0495289,-194.50015
99.6,23,-158.60382,9.4558211,-184.77571
99.7,23,-164.40922,23.468247,-194.36203
99.8,23,-171.77188,-40.324832,-205.5056
99.9,23,-169.25207,-13.508592,-206.76671
100,23,-165.97691,30.633836,-207.27246
100.1,23,-172.68393,21.799479,-215.84648
100.2,23,-176.52139,-55.599063,-221.55093
100.3,23,-153.02419,-37.364224,-199.92073
100.4,23,-131.17222,-9.5781026,-179.93576
100.5,23,-143.33178,29.430396,-193.96231
100.6,23,-157.75784,-32.021013,-207.55321
100.7,23,-151.96919,-28.695596,-200.92941
100.8,23,-146.5165,-3.3131149,-194.64156
100.9,23,-162.30557,5.7540711,-209.59547
101,23,-178.39458,-16.828916,-224.84932
101.1,23,-174.34385,-6.7320694,-217.21904
101.2,23,-166.79632,13.691449,-206.09195
101.3,23,-162.39176,14.065265,-198.10784
101.4,23,-158.29259,15.477272,-190.42911
101.5,23,-153.46019,-7.1217816,-182.01716
101.6,23,-149.33709,9.093551,-172.06787
101.7,23,-147.99181,-10.162751,-164.89641
101.8,23,-147.09636,13.797514,-158.17477
101.9,23,-145.35664,-9.0950922,-150.60886
102,23,-145.77485,34.041128,-145.20089
102.1,23,-160.7009,-14.250527,-154.74568
102.2,23,-173.77904,25.630834,-162.44255
102.3,23,-159.23992,4.4530815,-142.52217
102.4,23,-145.33312,25.301719,-123.23411
102.5,23,-164.42084,37.564232,-136.94057
102.6,23,-184.11681,3.3127964,-155.06834
102.7,23,-174.90549,-11.436419,-144.28882
102.8,23,-162.53356,38.555791,-130.34869
102.9,23,-158.41623,136.16399,-124.66316
103,23,-155.27697,98.547951,-119.9557
103.1,23,-153.99116,10.149702,-119.90158
103.2,23,-151.8614,-4.9631661,-119.00352
103.3,23,-139.32215,-63.073905,-107.69596
103.4,23,-129.09829,-97.971987,-98.703801
103.5,23,-144.2456,-52.770099,-115.08281
103.6,23,-160.98869,11.437591,-131.83245
103.7,23,-162.33813,2.1386274,-133.18845
103.8,23,-161.51927,-46.755025,-132.37614
103.9,23,-163.13059,-36.721973,-133.99402
104,23,-164.06479,14.967433,-134.93477
104.1,23,-156.49277,46.947848,-124.67487
104.2,23,-149.3482,18.599476,-114.84241
104.3,23,-150.39146,16.3246,-113.19779
104.4,23,-151.11948,-2.7656995,-111.23792
104.5,23,-150.28637,-9.7701478,-107.71693
104.6,23,-148.22281,-18.343274,-102.19604
104.7,23,-142.40794,-60.449474,-92.923848
104.8,23,-136.22715,-30.308149,-83.285732
104.9,23,-129.51199,-19.002419,-73.113246
105,23,-121.57592,-5.5800584,-61.71985
105.1,23,-111.308,50.369629,-51.685051
105.2,23,-100.27884,38.110045,-40.889012
105.3,23,-83.442264,-24.772543,-24.285557
105.4,23,-70.526664,-27.308129,-11.603077
105.5,23,-82.264303,-44.532058,-23.573837
105.6,23,-95.214778,-11.01701,-39.449361
105.7,23,-89.355045,18.019503,-36.514677
105.8,23,-81.628427,26.753807,-31.713108
105.9,23,-82.70502,-14.854159,-35.714749
106,23,-84.996312,-5.9489392,-40.93109
106.1,23,-86.661506,22.504483,-49.464066
106.2,23,-87.756869,16.034795,-57.427211
106.3,23,-85.807705,9.2506796,-62.345829
106.4,23,-83.805328,2.5197775,-67.211234
106.5,23,-86.074223,-14.080653,-76.34791
106.6,23,-88.530319,-6.9077485,-84.069926
106.7,23,-87.717824,-33.078847,-88.52335
106.8,23,-85.3239,-13.666225,-91.395346
106.9,23,-77.994871,15.384037,-89.332236
107,23,-66.870019,-9.4319138,-83.473303
96,23.1,-29.343811,-20.386602,-8.5839932
96.1,23.1,-39.12913,-18.751479,-19.410613
96.2,23.1,-47.326884,-11.610012,-28.649667
96.3,23.1,-47.593139,-17.810418,-29.957223
96.4,23.1,-47.816671,-27.43902,-31.222055
96.5,23.1,-56.139047,-34.193884,-41.469221
96.6,23.1,-64.252891,-43.651309,-50.510869
96.7,23.1,-63.937345,-39.528949,-51.123128
96.8,23.1,-63.681277,-2.8842183,-51.794864
96.9,23.1,-71.774975,-11.089881,-60.816367
97,23.1,-80.906729,50.540319,-71.411963
97.1,23.1,-86.168661,49.421096,-77.598045
97.2,23.1,-89.175103,52.908631,-81.528637
97.3,23.1,-84.392727,32.722786,-77.670411
97.4,23.1,-79.898336,-13.055161,-74.10017
97.5,23.1,-85.472984,4.4350052,-80.359393
97.6,23.1,-92.884608,-20.667107,-88.70186
97.7,23.1,-99.534217,-13.321077,-96.282311
97.8,23.1,-106.45398,15.476033,-104.13292
97.9,23.1,-115.44224,2.4570285,-114.05202
98,23.1,-123.00354,52.781694,-121.95989
98.1,23.1,-121.85718,35.117914,-121.5901
98.2,23.1,-119.13981,-27.776274,-119.64929
98.3,23.1,-118.5754,-51.62026,-119.86144
98.4,23.1,-117.85426,-0.17892169,-119.91687
98.5,23.1,-113.77908,-5.7327418,-116.05641
98.6,23.1,-112.04822,-6.5770795,-115.68087
98.7,23.1,-123.95255,0.55266047,-128.94051
98.8,23.1,-137.70459,-52.946996,-144.04786
98.9,23.1,-146.41322,-45.868545,-154.11181
99,23.1,-154.37772,-43.532254,-162.5231
99.1,23.1,-163.61139,7.4713093,-174.51383
99.2,23.1,-172.36059,-0.4941349,-186.02009
99.3,23.1,-178.6989,-0.67436344,-195.11546
99.4,23.1,-182.74511,16.888694,-201.91873
99.5,23.1,-178.43332,16.385984,-198.72303
99.6,23.1,-173.31581,6.1642731,-197.38644
99.7,23.1,-172.51115,29.138026,-200.36269
99.8,23.1,-173.12865,-59.707986,-204.76111
99.9,23.1,-177.20053,-41.498808,-212.6139
100,23.1,-180.88754,52.223834,-219.42613
100.1,23.1,-180.93539,7.3899373,-221.34098
