longitude,latitude,depth,density,variance
102.5,23.5,12.5,2.817955,0.024658136
103.0,23.5,12.5,2.5767918,0.024658212
103.5,23.5,12.5,2.7238041,0.024658374
104.0,23.5,12.5,2.7710295,0.024658703
104.5,23.5,12.5,2.6507639,0.02465935
105.0,23.5,12.5,2.7375815,0.02466077
105.5,23.5,12.5,2.7566576,0.024664527
106.0,23.5,12.5,2.6817667,0.024666595
106.5,23.5,12.5,2.7566245,0.024735009
107.0,23.5,12.5,2.8332595,0.025092877
96.0,24.0,12.5,2.7573988,0.02509304
96.5,24.0,12.5,2.7837303,0.024734197
97.0,24.0,12.5,2.7113104,0.024665782
97.5,24.0,12.5,2.7827384,0.024663647
98.0,24.0,12.5,2.7836641,0.024659892
98.5,24.0,12.5,2.707135,0.024658472
99.0,24.0,12.5,2.8342194,0.024657826
99.5,24.0,12.5,2.5995407,0.0246575
100.0,24.0,12.5,2.5944896,0.024657338
100.5,24.0,12.5,2.7829508,0.024657263
101.0,24.0,12.5,2.8470016,0.024657224
101.5,24.0,12.5,2.7722316,0.024657217
102.0,24.0,12.5,2.7215809,0.024657224
102.5,24.0,12.5,2.7500826,0.024657262
103.0,24.0,12.5,2.7604476,0.024657335
103.5,24.0,12.5,2.7320279,0.024657496
104.0,24.0,12.5,2.742172,0.024657815
104.5,24.0,12.5,2.7684149,0.024658459
105.0,24.0,12.5,2.7540266,0.024659846
105.5,24.0,12.5,2.7238629,0.02466358
106.0,24.0,12.5,2.7254421,0.024665551
106.5,24.0,12.5,2.7813506,0.024733692
107.0,24.0,12.5,2.8362839,0.02509233
96.0,24.5,12.5,2.7014184,0.025092752
96.5,24.5,12.5,2.8827992,0.024733145
97.0,24.5,12.5,2.7308486,0.024664967
97.5,24.5,12.5,2.6506655,0.024662922
98.0,24.5,12.5,2.7624553,0.024659216
98.5,24.5,12.5,2.6947359,0.024657844
99.0,24.5,12.5,2.8719111,0.024657212
99.5,24.5,12.5,2.6841038,0.0246569
100.0,24.5,12.5,2.7567769,0.024656742
100.5,24.5,12.5,2.7532744,0.024656671
101.0,24.5,12.5,2.6753265,0.024656633
101.5,24.5,12.5,2.7842519,0.024656626
102.0,24.5,12.5,2.7644263,0.024656632
102.5,24.5,12.5,2.6809798,0.02465667
103.0,24.5,12.5,2.6752875,0.024656739
103.5,24.5,12.5,2.7459119,0.024656896
104.0,24.5,12.5,2.7642591,0.024657201
104.5,24.5,12.5,2.7199992,0.02465783
105.0,24.5,12.5,2.7761995,0.024659172
105.5,24.5,12.5,2.7378624,0.024662856
106.0,24.5,12.5,2.7641021,0.024664736
106.5,24.5,12.5,2.7796891,0.024732633
107.0,24.5,12.5,2.7530996,0.02509203
96.0,25.0,12.5,2.758311,0.025092654
96.5,25.0,12.5,2.8226441,0.024732437
97.0,25.0,12.5,2.7208321,0.024664535
97.5,25.0,12.5,2.8915762,0.024662554
98.0,25.0,12.5,2.898481,0.024658879
98.5,25.0,12.5,2.5977852,0.024657529
99.0,25.0,12.5,2.7705988,0.024656902
99.5,25.0,12.5,2.8144525,0.024656597
100.0,25.0,12.5,2.7346733,0.024656442
100.5,25.0,12.5,2.6946561,0.024656373
101.0,25.0,12.5,2.6725687,0.024656335
101.5,25.0,12.5,2.788189,0.024656329
102.0,25.0,12.5,2.7171456,0.024656335
102.5,25.0,12.5,2.7356614,0.024656372
103.0,25.0,12.5,2.7184882,0.024656439
103.5,25.0,12.5,2.7340854,0.024656594
104.0,25.0,12.5,2.7454234,0.024656891
104.5,25.0,12.5,2.7082319,0.024657516
105.0,25.0,12.5,2.780722,0.024658834
105.5,25.0,12.5,2.7224809,0.024662487
106.0,25.0,12.5,2.7445355,0.024664302
106.5,25.0,12.5,2.7267398,0.024731915
107.0,25.0,12.5,2.7046737,0.02509192
96.0,25.5,12.5,2.858349,0.025092615
96.5,25.5,12.5,2.7554673,0.024731796
97.0,25.5,12.5,2.6998285,0.024664176
97.5,25.5,12.5,2.6627732,0.024662256
98.0,25.5,12.5,2.6824057,0.024658619
98.5,25.5,12.5,2.7309052,0.024657297
99.0,25.5,12.5,2.6584586,0.024656678
99.5,25.5,12.5,2.7092028,0.024656382
100.0,25.5,12.5,2.6448427,0.024656229
100.5,25.5,12.5,2.7373233,0.024656162
101.0,25.5,12.5,2.7089455,0.024656126
101.5,25.5,12.5,2.8184711,0.02465612
102.0,25.5,12.5,2.7103574,0.024656125
102.5,25.5,12.5,2.7406502,0.024656162
103.0,25.5,12.5,2.8451705,0.024656226
103.5,25.5,12.5,2.7413478,0.024656379
104.0,25.5,12.5,2.7146212,0.024656667
104.5,25.5,12.5,2.6900633,0.024657284
105.0,25.5,12.5,2.7307557,0.024658575
105.5,25.5,12.5,2.7143298,0.024662189
106.0,25.5,12.5,2.7539742,0.024663941
106.5,25.5,12.5,2.8204104,0.024731264
107.0,25.5,12.5,2.7662448,0.025091869
96.0,26.0,12.5,2.8450608,0.025092627
96.5,26.0,12.5,2.7428777,0.02473124
97.0,26.0,12.5,2.8465628,0.024663928
97.5,26.0,12.5,2.9136805,0.024662066
98.0,26.0,12.5,2.575621,0.024658464
98.5,26.0,12.5,2.8260924,0.024657162
99.0,26.0,12.5,2.8258067,0.024656549
99.5,26.0,12.5,2.76166,0.024656259
100.0,26.0,12.5,2.7512194,0.024656107
100.5,26.0,12.5,2.852674,0.024656043
101.0,26.0,12.5,2.7717981,0.024656006
101.5,26.0,12.5,2.7664869,0.024656001
102.0,26.0,12.5,2.7418876,0.024656006
102.5,26.0,12.5,2.7194877,0.024656042
103.0,26.0,12.5,2.7834776,0.024656105
103.5,26.0,12.5,2.7616527,0.024656256
104.0,26.0,12.5,2.7396953,0.024656538
104.5,26.0,12.5,2.7715347,0.024657149
105.0,26.0,12.5,2.6649402,0.024658419
105.5,26.0,12.5,2.7054126,0.024661998
106.0,26.0,12.5,2.6662836,0.024663691
106.5,26.0,12.5,2.7138433,0.024730698
107.0,26.0,12.5,2.7391106,0.025091869
96.0,26.5,12.5,2.8418188,0.025092665
96.5,26.5,12.5,2.6152294,0.024730708
97.0,26.5,12.5,2.8194086,0.024663721
97.5,26.5,12.5,3.1241382,0.024661916
98.0,26.5,12.5,2.5955119,0.02465835
98.5,26.5,12.5,2.7741294,0.024657072
99.0,26.5,12.5,2.6892237,0.024656465
99.5,26.5,12.5,2.6902442,0.024656182
100.0,26.5,12.5,2.6162282,0.024656033
100.5,26.5,12.5,2.8210026,0.02465597
101.0,26.5,12.5,2.8025831,0.024655934
101.5,26.5,12.5,2.6467201,0.024655929
102.0,26.5,12.5,2.6763085,0.024655933
102.5,26.5,12.5,2.7331819,0.024655969
103.0,26.5,12.5,2.7262164,0.02465603
103.5,26.5,12.5,2.709247,0.024656179
104.0,26.5,12.5,2.7506341,0.024656454
104.5,26.5,12.5,2.7088246,0.024657059
105.0,26.5,12.5,2.7438555,0.024658305
105.5,26.5,12.5,2.7365178,0.024661847
106.0,26.5,12.5,2.7199162,0.024663482
106.5,26.5,12.5,2.747467,0.024730156
107.0,26.5,12.5,2.7560429,0.025091895
96.0,27.0,12.5,2.7613174,0.025092731
96.5,27.0,12.5,2.5941006,0.024730217
97.0,27.0,12.5,2.7167321,0.024663578
97.5,27.0,12.5,2.7762887,0.024661828
98.0,27.0,12.5,2.6720938,0.0246583
98.5,27.0,12.5,2.7142758,0.024657042
99.0,27.0,12.5,2.7056794,0.02465644
99.5,27.0,12.5,2.5983654,0.024656162
100.0,27.0,12.5,2.6007222,0.024656014
100.5,27.0,12.5,2.6781543,0.024655952
101.0,27.0,12.5,2.6446649,0.024655917
101.5,27.0,12.5,2.6970723,0.024655912
102.0,27.0,12.5,2.8763094,0.024655916
102.5,27.0,12.5,2.6588397,0.024655952
103.0,27.0,12.5,2.5414454,0.024656011
103.5,27.0,12.5,2.6821371,0.024656159
104.0,27.0,12.5,2.6753576,0.024656429
104.5,27.0,12.5,2.685864,0.024657028
105.0,27.0,12.5,2.7207374,0.024658254
105.5,27.0,12.5,2.7065919,0.024661759
106.0,27.0,12.5,2.7324127,0.024663337
106.5,27.0,12.5,2.7230965,0.024729654
107.0,27.0,12.5,2.7536769,0.025091949
96.0,27.5,12.5,2.8070501,0.025092822
96.5,27.5,12.5,2.8282661,0.024729749
97.0,27.5,12.5,2.7612143,0.024663478
97.5,27.5,12.5,2.8784887,0.024661781
98.0,27.5,12.5,2.7724857,0.024658293
98.5,27.5,12.5,2.6001793,0.024657057
99.0,27.5,12.5,2.6412085,0.024656461
99.5,27.5,12.5,2.7523113,0.024656189
100.0,27.5,12.5,2.6877984,0.024656043
100.5,27.5,12.5,2.7689124,0.024655983
101.0,27.5,12.5,2.7780233,0.024655948
101.5,27.5,12.5,2.61353,0.024655943
102.0,27.5,12.5,2.8909407,0.024655947
102.5,27.5,12.5,2.7002425,0.024655982
103.0,27.5,12.5,2.6482002,0.02465604
103.5,27.5,12.5,2.7706347,0.024656186
104.0,27.5,12.5,2.6262187,0.02465645
104.5,27.5,12.5,2.7677547,0.024657043
105.0,27.5,12.5,2.738772,0.024658247
105.5,27.5,12.5,2.713513,0.024661711
106.0,27.5,12.5,2.7037714,0.024663235
106.5,27.5,12.5,2.7222945,0.024729176
107.0,27.5,12.5,2.7630684,0.025092029
96.0,28.0,12.5,2.6873183,0.025092966
96.5,28.0,12.5,2.7103376,0.024729371
97.0,28.0,12.5,2.5837036,0.024663497
97.5,28.0,12.5,2.8104532,0.024661849
98.0,28.0,12.5,2.8258425,0.024658397
98.5,28.0,12.5,2.8690606,0.024657177
99.0,28.0,12.5,2.6595436,0.024656585
99.5,28.0,12.5,2.8076741,0.024656317
100.0,28.0,12.5,2.7745444,0.024656171
100.5,28.0,12.5,2.7036977,0.024656112
101.0,28.0,12.5,2.783696,0.024656077
101.5,28.0,12.5,2.599329,0.024656073
102.0,28.0,12.5,2.846564,0.024656076
102.5,28.0,12.5,2.7433577,0.024656111
103.0,28.0,12.5,2.8328718,0.024656168
103.5,28.0,12.5,2.7867175,0.024656314
104.0,28.0,12.5,2.7570751,0.024656574
104.5,28.0,12.5,2.7974386,0.024657164
105.0,28.0,12.5,2.6651844,0.02465835
105.5,28.0,12.5,2.822076,0.024661778
106.0,28.0,12.5,2.7806921,0.024663251
106.5,28.0,12.5,2.7305963,0.024728787
107.0,28.0,12.5,2.7705243,0.025092162
96.0,28.5,12.5,2.5571831,0.025093168
96.5,28.5,12.5,2.7101704,0.024729057
97.0,28.5,12.5,2.823247,0.024663591
97.5,28.5,12.5,2.8006605,0.024661989
98.0,28.5,12.5,2.6275033,0.024658581
98.5,28.5,12.5,2.696843,0.024657382
99.0,28.5,12.5,2.6648012,0.024656796
99.5,28.5,12.5,2.6082031,0.024656533
100.0,28.5,12.5,2.8917054,0.024656389
100.5,28.5,12.5,2.6541406,0.024656331
101.0,28.5,12.5,2.7463688,0.024656296
101.5,28.5,12.5,2.7296583,0.024656292
102.0,28.5,12.5,2.7480139,0.024656295
102.5,28.5,12.5,2.7021513,0.02465633
103.0,28.5,12.5,2.699867,0.024656386
103.5,28.5,12.5,2.8349707,0.02465653
104.0,28.5,12.5,2.7487271,0.024656785
104.5,28.5,12.5,2.6829222,0.024657368
105.0,28.5,12.5,2.6777389,0.024658534
105.5,28.5,12.5,2.7527495,0.024661917
106.0,28.5,12.5,2.6780252,0.024663343
106.5,28.5,12.5,2.7291239,0.024728462
107.0,28.5,12.5,2.7459509,0.025092353
96.0,29.0,12.5,2.5649174,0.025093564
96.5,29.0,12.5,2.5693159,0.024729101
97.0,29.0,12.5,3.2474633,0.024664092
97.5,29.0,12.5,2.6624022,0.024662511
98.0,29.0,12.5,2.5849547,0.024659122
98.5,29.0,12.5,2.7585765,0.024657922
99.0,29.0,12.5,2.5119679,0.024657333
99.5,29.0,12.5,2.6598802,0.024657069
100.0,29.0,12.5,2.8937963,0.024656924
100.5,29.0,12.5,2.6362187,0.024656866
101.0,29.0,12.5,2.6579414,0.024656831
101.5,29.0,12.5,2.8081783,0.024656828
102.0,29.0,12.5,2.7519322,0.024656831
102.5,29.0,12.5,2.7859228,0.024656865
103.0,29.0,12.5,2.6607203,0.024656921
103.5,29.0,12.5,2.6789431,0.024657066
104.0,29.0,12.5,2.652821,0.024657321
104.5,29.0,12.5,2.7089893,0.024657907
105.0,29.0,12.5,2.7195288,0.024659073
105.5,29.0,12.5,2.7342193,0.024662435
106.0,29.0,12.5,2.7004124,0.024663838
106.5,29.0,12.5,2.7339821,0.024728492
107.0,29.0,12.5,2.764467,0.025092737
96.0,29.5,12.5,2.9064679,0.0250942
96.5,29.5,12.5,2.8339712,0.02472939
97.0,29.5,12.5,2.6924199,0.024664807
97.5,29.5,12.5,2.6199674,0.024663245
98.0,29.5,12.5,2.6748771,0.024659906
98.5,29.5,12.5,2.786856,0.024658721
99.0,29.5,12.5,2.5735443,0.024658139
99.5,29.5,12.5,2.6589959,0.024657879
100.0,29.5,12.5,2.6967449,0.024657736
100.5,29.5,12.5,2.7391537,0.024657679
101.0,29.5,12.5,2.7763071,0.024657645
101.5,29.5,12.5,2.8171262,0.024657641
102.0,29.5,12.5,2.8707508,0.024657644
102.5,29.5,12.5,2.7672572,0.024657678
103.0,29.5,12.5,2.8244227,0.024657733
103.5,29.5,12.5,2.7802727,0.024657875
104.0,29.5,12.5,2.8179933,0.024658127
104.5,29.5,12.5,2.673872,0.024658705
105.0,29.5,12.5,2.726714,0.024659856
105.5,29.5,12.5,2.7435225,0.024663168
106.0,29.5,12.5,2.7554198,0.02466455
106.5,29.5,12.5,2.7464898,0.024728769
107.0,29.5,12.5,2.7824949,0.025093362
96.0,30.0,12.5,2.6858921,0.025095704
96.5,30.0,12.5,2.8414262,0.024731198
97.0,30.0,12.5,2.7530075,0.024667151
97.5,30.0,12.5,2.7164043,0.024665416
98.0,30.0,12.5,2.5936644,0.024662019
98.5,30.0,12.5,2.6212132,0.024660777
99.0,30.0,12.5,2.5757447,0.024660182
99.5,30.0,12.5,2.7340067,0.024659914
100.0,30.0,12.5,2.7192697,0.024659769
100.5,30.0,12.5,2.7280938,0.024659712
101.0,30.0,12.5,2.655081,0.024659677
101.5,30.0,12.5,2.7319789,0.024659673
102.0,30.0,12.5,2.5398213,0.024659676
102.5,30.0,12.5,2.6873699,0.024659711
103.0,30.0,12.5,2.6079858,0.024659766
103.5,30.0,12.5,2.7298206,0.024659911
104.0,30.0,12.5,2.7644728,0.024660169
104.5,30.0,12.5,2.7185837,0.02466076
105.0,30.0,12.5,2.7807956,0.024661964
105.5,30.0,12.5,2.7385581,0.024665331
106.0,30.0,12.5,2.7317716,0.024666878
106.5,30.0,12.5,2.7716094,0.024730552
107.0,30.0,12.5,2.8037594,0.02509485
96.0,30.5,12.5,2.4477426,0.025099285
96.5,30.5,12.5,2.6700623,0.024735433
97.0,30.5,12.5,2.800569,0.024671765
97.5,30.5,12.5,2.6372221,0.024669948
98.0,30.5,12.5,2.7132429,0.024666601
98.5,30.5,12.5,2.7837995,0.024665383
99.0,30.5,12.5,2.6823751,0.024664801
99.5,30.5,12.5,2.7262775,0.024664541
100.0,30.5,12.5,2.692926,0.024664399
100.5,30.5,12.5,2.67661,0.024664343
101.0,30.5,12.5,2.7501077,0.02466431
101.5,30.5,12.5,2.6481717,0.024664306
102.0,30.5,12.5,2.7668179,0.024664309
102.5,30.5,12.5,2.7632807,0.024664343
103.0,30.5,12.5,2.7123349,0.024664396
103.5,30.5,12.5,2.7704573,0.024664537
104.0,30.5,12.5,2.8047245,0.024664788
104.5,30.5,12.5,2.7869358,0.024665366
105.0,30.5,12.5,2.756775,0.024666544
105.5,30.5,12.5,2.7976427,0.02466986
106.0,30.5,12.5,2.7274748,0.02467148
106.5,30.5,12.5,2.7187452,0.024734765
107.0,30.5,12.5,2.7570573,0.025098415
96.0,31.0,12.5,2.5602868,0.025104687
96.5,31.0,12.5,2.71863,0.024741485
97.0,31.0,12.5,2.8003129,0.024678279
97.5,31.0,12.5,2.7461877,0.024675049
98.0,31.0,12.5,2.7310669,0.024671483
98.5,31.0,12.5,2.6748262,0.024670207
99.0,31.0,12.5,2.7665392,0.024669587
99.5,31.0,12.5,2.7346418,0.024669319
100.0,31.0,12.5,2.7377826,0.024669171
100.5,31.0,12.5,2.717566,0.024669115
101.0,31.0,12.5,2.781752,0.02466908
101.5,31.0,12.5,2.71102,0.024669076
102.0,31.0,12.5,2.7976677,0.024669079
102.5,31.0,12.5,2.6421067,0.024669114
103.0,31.0,12.5,2.591159,0.024669168
103.5,31.0,12.5,2.8661567,0.024669315
104.0,31.0,12.5,2.6919336,0.024669573
104.5,31.0,12.5,2.7385781,0.024670189
105.0,31.0,12.5,2.7045461,0.024671419
105.5,31.0,12.5,2.7607563,0.024674944
106.0,31.0,12.5,2.7633554,0.024677932
106.5,31.0,12.5,2.7869116,0.024740738
107.0,31.0,12.5,2.7706042,0.025103787
96.0,31.5,12.5,2.5090049,0.025162521
96.5,31.5,12.5,2.6476077,0.02480989
97.0,31.5,12.5,2.6984487,0.024744602
97.5,31.5,12.5,2.6133211,0.0247429
98.0,31.5,12.5,2.712862,0.02473944
98.5,31.5,12.5,2.6312967,0.024738237
99.0,31.5,12.5,2.6644587,0.024737633
99.5,31.5,12.5,2.6756293,0.024737375
100.0,31.5,12.5,2.7213889,0.024737232
100.5,31.5,12.5,2.601945,0.024737177
101.0,31.5,12.5,2.7744358,0.024737143
101.5,31.5,12.5,2.7110376,0.02473714
102.0,31.5,12.5,2.6117205,0.024737143
102.5,31.5,12.5,2.7687667,0.024737176
103.0,31.5,12.5,2.5728156,0.024737229
103.5,31.5,12.5,2.80178,0.024737372
104.0,31.5,12.5,2.6940869,0.02473762
104.5,31.5,12.5,2.7922199,0.02473822
105.0,31.5,12.5,2.7646272,0.024739383
105.5,31.5,12.5,2.7587417,0.024742808
106.0,31.5,12.5,2.765329,0.024744273
106.5,31.5,12.5,2.7896685,0.0248091
107.0,31.5,12.5,2.7765511,0.025161555
96.0,32.0,12.5,2.4754362,0.02541934
96.5,32.0,12.5,2.607428,0.0251185
97.0,32.0,12.5,2.6233652,0.025073673
97.5,32.0,12.5,2.5360886,0.025071522
98.0,32.0,12.5,2.5565195,0.025069294
98.5,32.0,12.5,2.6342209,0.025068582
99.0,32.0,12.5,2.588109,0.025068221
99.5,32.0,12.5,2.6107962,0.025068083
100.0,32.0,12.5,2.6461649,0.025068005
100.5,32.0,12.5,2.5931222,0.025067977
101.0,32.0,12.5,2.5574224,0.025067961
101.5,32.0,12.5,2.5936746,0.025067959
102.0,32.0,12.5,2.6722977,0.02506796
102.5,32.0,12.5,2.7291148,0.025067977
103.0,32.0,12.5,2.7812647,0.025068003
103.5,32.0,12.5,2.7363461,0.02506808
104.0,32.0,12.5,2.7511603,0.025068212
104.5,32.0,12.5,2.7278147,0.025068569
105.0,32.0,12.5,2.7955472,0.025069255
105.5,32.0,12.5,2.7758288,0.02507145
106.0,32.0,12.5,2.7369997,0.025073452
106.5,32.0,12.5,2.7803829,0.025117811
107.0,32.0,12.5,2.775203,0.025418723
96.0,21.0,17.5,2.8660701,0.029775406
96.5,21.0,17.5,2.860806,0.029580265
97.0,21.0,17.5,2.805007,0.029569829
97.5,21.0,17.5,2.7992208,0.029569757
98.0,21.0,17.5,2.7686326,0.029569342
98.5,21.0,17.5,2.7874666,0.029569248
99.0,21.0,17.5,2.7675729,0.029569189
99.5,21.0,17.5,2.7890237,0.029569166
100.0,21.0,17.5,2.7623962,0.029569151
100.5,21.0,17.5,2.8298596,0.029569145
101.0,21.0,17.5,2.7474662,0.029569141
101.5,21.0,17.5,2.7883121,0.029569141
102.0,21.0,17.5,2.8197307,0.029569141
102.5,21.0,17.5,2.79963,0.029569145
103.0,21.0,17.5,2.8137812,0.02956915
103.5,21.0,17.5,2.7736815,0.029569165
104.0,21.0,17.5,2.713574,0.029569186
104.5,21.0,17.5,2.7361918,0.029569245
105.0,21.0,17.5,2.8815833,0.029569332
105.5,21.0,17.5,2.8199639,0.02956974
106.0,21.0,17.5,2.8329712,0.029569777
106.5,21.0,17.5,2.8205959,0.029580099
107.0,21.0,17.5,2.8661057,0.029775424
96.0,21.5,17.5,2.8765812,0.029592037
96.5,21.5,17.5,2.8100212,0.029376887
97.0,21.5,17.5,2.7293864,0.02935579
97.5,21.5,17.5,2.7006825,0.029356231
98.0,21.5,17.5,2.7500471,0.029355291
98.5,21.5,17.5,2.7991225,0.029355066
99.0,21.5,17.5,2.7054266,0.029354931
99.5,21.5,17.5,2.7602876,0.029354875
100.0,21.5,17.5,2.7132756,0.02935484
100.5,21.5,17.5,2.7577156,0.029354827
101.0,21.5,17.5,2.787936,0.029354819
101.5,21.5,17.5,2.7782654,0.029354818
102.0,21.5,17.5,2.7668897,0.029354818
102.5,21.5,17.5,2.6752486,0.029354827
103.0,21.5,17.5,2.8860247,0.029354839
103.5,21.5,17.5,2.776166,0.029354873
104.0,21.5,17.5,2.7934672,0.029354926
104.5,21.5,17.5,2.7591118,0.02935506
105.0,21.5,17.5,2.7959957,0.029355272
105.5,21.5,17.5,2.8060072,0.029356199
106.0,21.5,17.5,2.7971798,0.029355684
106.5,21.5,17.5,2.8161647,0.029376599
107.0,21.5,17.5,2.8340145,0.029591861
96.0,22.0,17.5,2.8000388,0.029575444
96.5,22.0,17.5,2.6463354,0.029347954
97.0,22.0,17.5,2.7260862,0.029326909
97.5,22.0,17.5,2.7750008,0.029326739
98.0,22.0,17.5,2.7194583,0.029325737
98.5,22.0,17.5,2.7841067,0.029325483
99.0,22.0,17.5,2.7154257,0.029325339
99.5,22.0,17.5,2.7559433,0.029325277
100.0,22.0,17.5,2.7157815,0.02932524
100.5,22.0,17.5,2.7352631,0.029325226
101.0,22.0,17.5,2.7346618,0.029325217
101.5,22.0,17.5,2.7870376,0.029325216
102.0,22.0,17.5,2.7405279,0.029325216
102.5,22.0,17.5,2.7137926,0.029325226
103.0,22.0,17.5,2.6159568,0.029325239
103.5,22.0,17.5,2.6859209,0.029325276
104.0,22.0,17.5,2.7301851,0.029325334
104.5,22.0,17.5,2.7637727,0.029325475
105.0,22.0,17.5,2.72999,0.029325715
105.5,22.0,17.5,2.7838047,0.029326701
106.0,22.0,17.5,2.8092935,0.029326796
106.5,22.0,17.5,2.7614313,0.029347678
107.0,22.0,17.5,2.8483338,0.029575251
96.0,22.5,17.5,2.8718275,0.029575836
96.5,22.5,17.5,2.7297767,0.029348568
97.0,22.5,17.5,2.7345688,0.02932772
97.5,22.5,17.5,2.8372136,0.029328102
98.0,22.5,17.5,2.7275528,0.029327205
98.5,22.5,17.5,2.8460911,0.029326985
99.0,22.5,17.5,2.7511137,0.029326857
99.5,22.5,17.5,2.7638774,0.029326804
100.0,22.5,17.5,2.7359658,0.02932677
100.5,22.5,17.5,2.7560768,0.029326757
101.0,22.5,17.5,2.7632578,0.029326749
101.5,22.5,17.5,2.7713625,0.029326748
102.0,22.5,17.5,2.7230089,0.029326748
102.5,22.5,17.5,2.7675139,0.029326757
103.0,22.5,17.5,2.7033163,0.029326769
103.5,22.5,17.5,2.8520095,0.029326802
104.0,22.5,17.5,2.8756132,0.029326852
104.5,22.5,17.5,2.8032804,0.029326978
105.0,22.5,17.5,2.686317,0.029327186
105.5,22.5,17.5,2.8006023,0.029328069
106.0,22.5,17.5,2.75757,0.029327627
106.5,22.5,17.5,2.7360643,0.029348306
107.0,22.5,17.5,2.8919492,0.029575642
96.0,23.0,17.5,2.8784422,0.029575475
96.5,23.0,17.5,2.7097763,0.029347509
97.0,23.0,17.5,2.7433768,0.029327078
97.5,23.0,17.5,2.7864939,0.0293275
98.0,23.0,17.5,2.7274858,0.02932663
98.5,23.0,17.5,2.8307691,0.029326422
99.0,23.0,17.5,2.7306342,0.029326296
99.5,23.0,17.5,2.7408138,0.029326245
100.0,23.0,17.5,2.7179856,0.029326211
100.5,23.0,17.5,2.8172781,0.029326199
101.0,23.0,17.5,2.7593741,0.029326191
101.5,23.0,17.5,2.8190222,0.02932619
102.0,23.0,17.5,2.7527099,0.02932619
102.5,23.0,17.5,2.7715995,0.029326199
103.0,23.0,17.5,2.7511218,0.02932621
103.5,23.0,17.5,2.9176168,0.029326243
104.0,23.0,17.5,2.8417709,0.029326291
104.5,23.0,17.5,2.7390478,0.029326415
105.0,23.0,17.5,2.7250385,0.029326612
105.5,23.0,17.5,2.7770147,0.029327469
106.0,23.0,17.5,2.7713599,0.029326989
106.5,23.0,17.5,2.704135,0.029347248
107.0,23.0,17.5,2.833199,0.029575282
96.0,23.5,17.5,2.8502911,0.029575638
96.5,23.5,17.5,2.7307533,0.029347469
97.0,23.5,17.5,2.8293437,0.029327456
97.5,23.5,17.5,2.825365,0.029327898
98.0,23.5,17.5,2.7309619,0.029327084
98.5,23.5,17.5,2.8075226,0.029326909
99.0,23.5,17.5,2.7829534,0.029326793
99.5,23.5,17.5,2.7889434,0.029326748
100.0,23.5,17.5,2.6860184,0.029326717
100.5,23.5,17.5,2.7327853,0.029326706
101.0,23.5,17.5,2.7673053,0.029326698
101.5,23.5,17.5,2.7718037,0.029326698
102.0,23.5,17.5,2.8060138,0.029326698
102.5,23.5,17.5,2.8062504,0.029326706
103.0,23.5,17.5,2.6528545,0.029326716
103.5,23.5,17.5,2.7199569,0.029326746
104.0,23.5,17.5,2.7328756,0.029326788
104.5,23.5,17.5,2.7267884,0.029326903
105.0,23.5,17.5,2.7025857,0.029327067
105.5,23.5,17.5,2.7793585,0.029327869
106.0,23.5,17.5,2.7065946,0.02932737
106.5,23.5,17.5,2.7456458,0.029347208
107.0,23.5,17.5,2.8555737,0.029575448
96.0,24.0,17.5,2.8204217,0.029575889
96.5,24.0,17.5,2.7549932,0.029347697
97.0,24.0,17.5,2.7692552,0.029328155
97.5,24.0,17.5,2.7658619,0.029328573
98.0,24.0,17.5,2.7675204,0.029327781
98.5,24.0,17.5,2.7558448,0.029327616
99.0,24.0,17.5,2.7676991,0.029327503
99.5,24.0,17.5,2.6583016,0.029327462
100.0,24.0,17.5,2.58133,0.029327431
100.5,24.0,17.5,2.8180843,0.029327422
101.0,24.0,17.5,2.7859475,0.029327414
101.5,24.0,17.5,2.7690029,0.029327414
102.0,24.0,17.5,2.8052828,0.029327414
102.5,24.0,17.5,2.7274437,0.029327421
103.0,24.0,17.5,2.7601541,0.02932743
103.5,24.0,17.5,2.7593042,0.02932746
104.0,24.0,17.5,2.7468782,0.029327499
104.5,24.0,17.5,2.736053,0.02932761
105.0,24.0,17.5,2.7617503,0.029327764
105.5,24.0,17.5,2.7411764,0.029328544
106.0,24.0,17.5,2.7659585,0.02932807
106.5,24.0,17.5,2.7827889,0.029347436
107.0,24.0,17.5,2.8529906,0.029575704
96.0,24.5,17.5,2.8528435,0.029576192
96.5,24.5,17.5,2.8545551,0.029348022
97.0,24.5,17.5,2.7965594,0.029328949
97.5,24.5,17.5,2.7068303,0.029329337
98.0,24.5,17.5,2.7597428,0.029328573
98.5,24.5,17.5,2.6935654,0.029328422
99.0,24.5,17.5,2.813668,0.029328316
99.5,24.5,17.5,2.7856617,0.029328279
100.0,24.5,17.5,2.7121653,0.029328251
100.5,24.5,17.5,2.7598115,0.029328242
101.0,24.5,17.5,2.7091427,0.029328234
101.5,24.5,17.5,2.7962268,0.029328234
102.0,24.5,17.5,2.7672563,0.029328234
102.5,24.5,17.5,2.6996424,0.029328241
103.0,24.5,17.5,2.6860894,0.029328249
103.5,24.5,17.5,2.7632616,0.029328277
104.0,24.5,17.5,2.7517522,0.029328312
104.5,24.5,17.5,2.7742826,0.029328417
105.0,24.5,17.5,2.7937484,0.029328558
105.5,24.5,17.5,2.7593795,0.029329309
106.0,24.5,17.5,2.7742823,0.029328864
106.5,24.5,17.5,2.7486745,0.029347759
107.0,24.5,17.5,2.7765333,0.029576011
